mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.037,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0.117,0,0,0,0,0,0.311,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0.0715,0.0485,0,0.085,0.0255,0,0.0205,0,0.167,0,0,0,0,0,0,0,0.516,0.3675,0,0,0,0,0,0.205,0,0.3695,0.065,0.053,0,0.1385,0,0,0,0,0,0,0.044,0.0675,0,0.3935,0.325,0.0875,0.1335,0,0,0,0,0,0,0,0,0,0,0,0.507,0,0.0425,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0.413,0.3355,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0.2835,0,0.024,0,0,0.7635,0.116,0.073,0,0.041,0,0.5365,0.139,0.1745,0.084,0,0,0,0,0.32,0,0.2765,0.0955,0.3275,0.0205,0.0875,0,0,0.234,0.0335,0,0.2525,0,0.0655,0.2405,0.2765,0.0175,0.2685,0.053,0.141,0.0425,0.197,0.021,0.032,0,0,0.2275,0.1245,0.0365,0,0,0.037,0.154,0,0,0,0,0,0,0,0.122,0.217,0,0.069,0.2875,0.203,0.1815,0.06,0.0535,0.096,0.083,0.1365,0.0495,0,0,0,0,0.161,0,0,0,0.0595,0.0435,0,0.0715,0.019,0,0.0425,0,0.177,0,0,0.07,0.285,0.13,0.1715,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.053,0.0575,0,0,0,0.115,0.1505,0.072,0.0905,0.091,0,0.0625,0,0,0,0.071,0.141,0,0,0.252,0.0315,0.0805,0.0235,0.137,0.2275,0.137,0.0655,0.213,0.0265,0,0.1915,0,0.227,0,0.081,0.4515,0,0.0385,0.0895,0.063,0,0,0.279,0,0,0,0.018,0,0.063,0.0345,0,0,0.0875,0,0,0.1405,0.0235,0,0,0,0.0735,0.0275,0,0.114,0,0,0.1795,0.0625,0.019,0.1375,0.036,0,0,0.191,0,0.022,0,0,0.026,0,0,0,0,0,0,0.0665,0,0,0,0,0,0.078,0,0.0205,0.0995,0.1485,0,0.1585,0,0.0555,0.066,0.1245,0.1345,0,0.1005,0.1145,0.0825,0.116,0.1775,0.236,0.1595,0,0,0.0985,0.0205,0,0,0,0,0,0,0.0565,0,0,0,0,0,0,0.0465,0.0605,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0.0295,0.0305,0,0.106,0,0.0285,0.0955,0,0,0,0.047,0,0.064,0
22,4,0.67,0.0275,0.3325,0.053,0.2255,0.21,0.717,0.353,1,0.6415,0.133,0.4635,0.718,0.552,0.5505,0,0,0,0,0.68,0,0.519,0.8785,0.6015,0.493,0.6075,0.347,0.3835,0.593,0.292,0.3795,0.7215,0.4335,0.571,0.65,0.61,0.391,0.299,0.5415,0.5395,0.486,0.3175,0.4225,0.4105,0.3865,0.2875,0.5705,0.2335,0.5405,0.2485,0,0.468,0.706,0.0345,0.0635,0.17,0,0,0,0,0.7095,0.6875,0.521,0.815,0.5195,0.403,0.6255,0.3795,0.4205,0.522,0.5495,0.46,0.4385,0.3965,0.385,0.1565,0.17,0.404,0.3785,0.208,0.2085,0.446,0.249,0.182,0.3415,0.291,0,0.411,0,0.6005,0.2315,0.148,0.483,0.63,0.692,0.343,0.7065,0.293,0,0.032,0.037,0.0585,0,0.1105,0.029,0.2255,0,0.037,0.25,0,0.248,0.3305,0.5065,0.474,0.2465,0.1415,0.8525,0.885,0.4825,0.2405,0.674,0.5225,0,0.4815,0.055,0.0695,0,0.6215,0.589,0,0.1765,0.574,0.42,0.602,0.475,0.5665,0.5505,0.4995,0.5135,0.706,0.211,0.2275,0.519,0.2375,0.773,0.2605,0.5035,0.5485,0.1815,0.137,0.5385,0.413,0.2455,0.195,0.546,0.4585,0.29,0.198,0.2815,0.251,0.38,0.3455,0.06,0.091,0.4645,0,0,0.28,0.395,0.056,0.2495,0.027,0.1335,0.273,0.2855,0.5565,0.315,0.185,0.575,0.471,0.3965,0.54,0.341,0.28,0.231,0.5775,0.3765,0.1895,0.249,0.306,0.2885,0.1695,0.1195,0.118,0.1245,0.0705,0.1745,0.389,0.157,0,0.264,0.1535,0.0445,0.3955,0.2485,0.4335,0.6565,0.8025,0.461,0.728,0.242,0.7565,0.582,0.6035,0.6645,0.1945,0.4,0.6065,0.6065,0.581,0.655,0.7,0.623,0.1165,0.2825,0.5675,0.281,0.118,0.032,0,0.155,0,0.1395,0.372,0.1455,0,0,0,0.1135,0,0.1695,0.171,0.2715,0.1365,0.131,0.2465,0.484,0.0205,0,0.2245,0.2005,0,0.144,0.058,0.342,0.0315,0.0325,0,0.0255,0.34,0.255,0.4215,0.2465,0.228,0.457,0.128,0.407,0.4245,0,0,0,0.3745,0.253,0.3935,0
22,5,0,0,0,0,0,0,0,0,0,0,0.1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0.021,0,0.0405,0,0.1315,0.075,0,0,0.0415,0.1645,0.2115,0,0.1165,0.1485,0.071,0,0,0,0,0,0,0,0.0695,0,0,0,0.019,0,0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0.1315,0,0,0,0,0,0,0,0,0,0,0,0
22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.2315,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7,0,0,0.066,0,0,0,0.031,0,0,0.039,0.6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.0715,0,0.116,0.426,0.121,0,0.1185,0.034,0.109,0.0205,0.075,0.1025,0.056,0.041,0.086,0,0,0.371,0.036,0.1835,0,0,0.423,0,0,0.106,0,0,0,0.0395,0,0,0,0.1825,0,0,0.059,0,0,0.076,0.1925,0.169,0.1095,0.137,0.3485,0.045,0.1175,0.41,0.3625,0.425,0,0.199,0.487,0.1515,0.219,0.3085,0.4565,0.607,0.3005,0.573,0.8275,0.475,0,0.2225,0,0.025,0,0,0.0195,0.226,0,0,0.064,0.2595,0.115,0.195,0.415,0.0185,0.392,0.4495,0,0,0.104,0,0.0905,0.026,0,0,0,0,0,0,0.0555,0.07,0.099,0,0.157,0,0.148,0.271,0.0185,0.056,0,0,0.6305,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0.155,0.018,0,0,0,0.0195,0,0,0.201,0,0,0,0.0355,0.0755,0,0,0.2825,0,0,0.1365,0.062,0,0.124,0.028,0,0.022,0,0,0,0,0,0,0.026,0.122,0.1665,0.1195,0.144,0,0,0,0,0,0,0.0405,0,0.032,0,0.309,0.191,0.2685,0,0.0955,0.1055,0,0,0,0.143,0.124,0.0305,0,0.07,0,0,0,0.1555,0.082,0.1295,0.0285,0.1935,0.1515,0,0.0565,0.0455,0.109,0.0285,0.077,0,0.046,0.1835,0,0,0,0.3725,0.109,0,0.0345,0,0,0,0,0,0.114,0.0785,0.183,0.258,0,0.1345,0.034,0.4375,0,0,0.0485,0,0,0.2835,0.153,0.1115,0.267,0.305,0,0,0.097,0.083,0.4985,0.0835,0,0.0195,0,0,0,0,0,0,0,0,0
22,8,0.0465,0.3515,0.074,0.558,0.444,0,0.031,0.2005,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0.2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0.026,0,0,0,0,0.126,0,0.252,0,0.1375,0,0.796,0.323,0.466,0.471,0.488,0.402,0.3025,0.108,0.02,0.2475,0,0,0.0495,0,0.0635,0.321,0.111,0,0,0,0.1105,0.093,0,0.0405,0,0.06,0,0,0,0,0,0.034,0,0,0,0,0,0.1155,0,0,0.021,0,0,0.022,0.036,0,0.035,0,0.365,0.1045,0,0,0.201,0,0.1275,0,0.3625,0.089,0.1575,0.021,0.0205,0.0565,0,0,0,0,0,0,0,0.056,0.046,0,0.574,0,0,0.15,0,0,0,0,0,0,0,0,0.029,0.0265,0,0.067,0.544,0,0.7625,0,0,0.031,0,0.07,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.0395,0.0325,0,0,0,0.05,0,0,0.018,0,0,0,0.079,0,0,0,0.241,0.1205,0.1155,0.1495,0.06,0.0225,0,0.391,0,0,0,0.07,0.0255,0.323,0.0855,0,0,0.097,0,0,0,0,0,0,0.0675,0,0,0,0,0,0,0,0,0,0,0.3945,0.074,0,0,0,0,0,0,0.066,0.356,0,0,0.194,0.227,0,0,0,0.06,0,0.2065,0.0865,0,0,0,0.3745,0,0.136,0,0,0.122,0.147,0.027,0,0,0.042,0,0.116,0.325,0.228,0,0,0,0,0.229,0.106,0.0745,0,0,0.1775,0.1235,0.193,0.0715,0.02,0.1915,0.1445,0,0.08,0.2795,0,0
22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0.0405,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0.0765,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.044,0,0,0,0,0.173,0,0.2795,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585,0,0.0635,0,0,0,0,0,0,0,0.073,0,0,0.1175,0.248,0.1015,0.208,0.1995,0.088,0.1505,0.2055,0.092,0,0,0,0.044,0,0,0,0.062,0,0,0,0.0805,0.172,0,0,0,0,0.0935,0,0.06,0,0,0,0,0.106,0.1575,0,0,0.0445,0.0675
22,10,0,0.0275,0,0,0,0,0,0.346,0,0,0,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0.036,0.3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0.1885,0.107,0,0,0.1695,0.2185,0.058,0.2285,0.2335,0.598,0.1725,0,0,0,0.082,0,0,0,0,0.0405,0.134,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0.463,0.0455,0.3335,0,0,0,0,0.426,0.0725,0,0,0,0.076,0,0,0,0,0.095,0.1365,0,0,0,0,0,0,0.0425,0,0,0,0,0.1135,0.05,0,0.0215,0.0265,0,0.1705,0,0.304,0.1595,0.0645,0,0,0,0,0,0,0.024,0,0,0,0.15,0,0.0275,0,0,0.123,0.0765,0.0415,0.0365,0,0.0815,0,0,0,0,0,0.0555,0.719,0,0.1215,0,0,0.078,0,0.2815,0.163,0.086,0.1035,0,0.046,0,0.332,0.0645,0.018,0.312,0.1905,0.2445,0.1605,0.4045,0.3165,0.1865,0.055,0.2995,0.062,0.128,0.3535,0.4085,0.1895,0.221,0,0.285,0.6835,0.0795,0.1205,0.0185,0.1635,0.021,0.0345,0,0.352,0.1165,0.1195,0,0.053,0.0855,0.1595,0.074,0.065,0.0185,0.064,0.336,0.285,0,0.2675,0.2335,0.5275,0.3495,0.233,0.471,0.4455,0.216,0.6135,0.4715,0.428,0.233,0.5975,0,0.0855,0.402,0.2855,0.2945,0.1185,0.472,0.286,0.117,0,0.432,0.4025,0.323,0,0.095,0.0795,0.1735,0.1245,0.0825,0.5105,0.249,0.1145,0.193,0,0.2005,0,0.093,0.3565,0.2485,0.4015,0.375,0.6125,0.498,0.3115,0,0
22,11,0,0.593,0.5035,0.389,0.3305,0.027,0.105,0.0275,0,0.279,0.0395,0,0.143,0.232,0,1,1,1,1,0,1,0,0.026,0.071,0.4335,0.3045,0.5815,0.6165,0.0375,0.0625,0.173,0,0.411,0,0,0.093,0.516,0.08,0.3495,0.278,0.366,0.418,0.5305,0.0695,0.5775,0.529,0.202,0.142,0,0,0.558,0.2515,0.121,0,0.3945,0.2665,0.3005,0.2785,0,0.2855,0.061,0.0755,0.1725,0.034,0.193,0.268,0,0.3275,0.055,0,0,0.317,0.3945,0,0.16,0.378,0.7455,0,0,0.6405,0.5725,0.144,0.0865,0,0.253,0,0,0,1,0,0.6535,0.827,0.447,0.0645,0.158,0.086,0.1535,0.6715,0.936,0.6545,0.4075,0.382,0,0.794,0.2175,0.124,1,0.8355,0.6465,0.211,0.4995,0.4185,0.4195,0.448,0.621,0.8585,0.1475,0,0.312,0.5225,0,0.3865,0.787,0.409,0.668,0.027,0.9815,0.2085,0.1205,1,0,0.174,0.3635,0.219,0.5015,0.191,0.171,0.335,0.204,0,0.2245,0.0685,0.183,0,0,0.7395,0.3845,0,0.0265,0.2225,0.354,0.524,0.7545,0.6555,0.156,0.309,0.71,0.1605,0.5125,0.619,0.5155,0.4095,0.8645,0.8,0.408,0.56,0.982,0.5795,0.401,0.709,0.0315,0.382,0.237,0.6115,0.559,0.252,0.606,0.5335,0.0825,0.3805,0.24,0.1765,0.339,0.4035,0.258,0,0,0.0855,0.5175,0.449,0.525,0.3565,0.4355,0.3725,0.659,0.5555,0.454,0.1285,0.221,0.418,0.4505,0.241,0.9555,0.1475,0,0.305,0,0,0.3755,0.022,0.7235,0.188,0,0,0,0.261,0.344,0,0,0.2295,0.046,0,0.0445,0.272,0,0.2705,0.3845,0.271,0.2135,0.6505,0.612,0.1565,0.246,0.2825,0,0.442,0.4545,0.519,0.1875,0.4175,0.3505,0,0.1095,0.1055,0.5375,0,0.1025,0.3585,0.956,0.3015,0.3025,0.561,0,0,0.4255,0.684,0.4605,0.441,0.236,0.215,0.459,0.273,0,0.31,0.2525,0.5665,0.1365,0.2115,0.4075,0.3755,0.23,0,0.156,0.4975,0.9325
23,1,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725,0.0375,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3465,0.0575,0,0.335,0,0.2955,0,0.0365,0.1295,0.181,0.2695,0.403,0.365,0.0185,0.0935,0.093,0.213,0.02,0,0,0,0,0,0,0,0.0375,0,0,0.242,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0
23,2,0,0,0.032,0.556,0.847,0,0,0.0175,0.113,0.0565,0,0,0.342,0,0,,,0,0.1545,0,0,0.231,0,0,0.046,0.0715,0,0.035,0.0475,0,0,0,0.06,0.021,0.0475,0,0.0945,0.0995,0.0495,0.094,0.0785,0.103,0.0415,0,0.0815,0.071,0.0605,0.0575,0,0.037,0,0.074,0.0855,0.175,0.0225,0.028,0.0505,0.064,0.0655,0.0255,0,0,0.022,0,0,0.0865,0.058,0.527,0,0,0.035,0.0185,0.0535,0,0.047,0,0,0.022,0.0175,0.023,0.0815,0.0515,0.059,0.06,0.05,0,0,0,0,0,0,0.055,0.404,0.0305,0.109,0.021,0.0375,0.1155,0.5515,0.0745,0.093,0.1035,0.072,0.106,0.0975,0.037,0.0475,0.0285,0.067,0.0375,0.064,0.028,0.052,0,0.0315,0.0725,0.0665,0.058,0.0685,0.202,0.21,0,0.0645,0.0695,0,0.027,0.087,0.1015,0.0595,0,0,0.069,0.0885,0.197,0.1675,0.446,0.232,0.2995,0.33,0.078,0,0.0355,0,0,0,0,0.0475,0,0,0.1005,0.2935,0.156,0,0.113,0,0,0,0.0985,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0.0185,0.042,0,0,0.073,0.4745,0.104,0.2575,0.0595,0.173,0.057,0.0175,0,0.0805,0.201,0.0415,0.0485,0.038,0.282,0.414,0.057,0.0585,0.065,0.032,0.062,0.075,0.051,0.119,0.0845,0.032,0.14,0.0485,0.0535,0.0615,0.0545,0,0,0.095,0,0,0,0.082,0,0.0655,0.257,0.3255,0,0,0,0,0,0.0385,0.07,0,0,0.069,0,0,0,0,0,0.06,0.1745,0.1695,0.364,0.0335,0.044,0,0.0675,0.0845,0.0965,0.095,0.0995,1,0.0315,0.088,0.059,0,0.02,0.041,0.4865,0,0.023,0.0505,0.2345,0.018,0.041,0,0.0975,0.018,0.049,0.0545,0.056,0,0,0.0505,0,0.078,0.068,0.0425,0.051,0,0.0635,0.06
23,3,0.1635,0.8875,0.1455,0,0,0.0925,0.0815,0.2785,0,0.122,0,0,0.018,0.1355,0,,,0,0,0,0,0.715,0,0.126,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0.0415,0,0,0,0,0,0,0.0215,0,0,0,0,0.1505,0.3025,0.074,0.049,0.0625,0.019,0.1475,0,0.075,0.063,0,0,0.023,0.0265,0.163,0.1385,0,0.1135,0,0.0855,0.019,0.2835,0,0,0,0.089,0,0,0,0,0,0.1395,0,0,0.103,0,0,0.088,0.1335,0.0845,0.1135,0,0,0.1495,0,0,0.087,0,0,0,0.177,0.134,0.0565,0.065,0.1265,0.094,0.041,0.0585,0,0.068,0,0,0,0.1525,0.121,0,0,0,0,0.416,0,0,0,0.032,0,0.0695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.0405,0,0,0,0,0.0195,0,0,0.0465,0.0235,0,0,0,0,0.1175,0.0635,0.0865,0,0.0225,0.0565,0,0.312,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655,0,0,0,0.0695,0,0,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0.059,0,0.029,0.087,0,0,0,0.0805,0.4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0.0885,0,0,0,0,0,0,0.107,0.5135,0,0,0,0,0,0,0.209,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1045,0
23,4,0,0,0.098,0,0,0,0.022,0.026,0,0.0215,0,0.0455,0.0205,0.0655,0.023,,,0,0,0,0,0,0,0,0.0375,0.021,0.0455,0.042,0.0635,0.0885,0.0505,0.1065,0.0305,0.059,0.0275,0,0.047,0,0.0425,0.057,0.052,0.0385,0.093,0.0245,0.041,0.0535,0.0415,0.0205,0.0195,0.1175,0.3155,0.0515,0.082,0.073,0.0755,0.036,0.0865,0.126,0.271,0.169,0,0.038,0.0225,0.0435,0.0185,0,0.0395,0.033,0.0545,0.109,0.023,0.0745,0.0445,0,0.023,0.045,0.0495,0.0245,0.025,0.0395,0.049,0.019,0.039,0.042,0.046,0.0215,0.0675,0,0,0,0,0,0.0715,0,0.018,0.1325,0.0205,0,0,0.0205,0,0.0235,0.025,0.128,0.0455,0.0345,0.039,0.0495,0.019,0.176,0.062,0.0455,0.0245,0.0195,0.0215,0.084,0,0.0405,0.0465,0.019,0.0735,0.109,0.116,0.1005,0,0.116,0,0.027,0,0.026,0,0.021,0.0415,0.024,0.0515,0,0.034,0,0,0.0685,0.402,0.1855,0.1105,0.074,0.0435,0,0.0185,0,0,0.0225,0,0.045,0,0.0215,0.0385,0.0575,0.0215,0.033,0.097,0,0,0.167,0.082,0.228,0.0275,0.3275,0.03,0.0645,0.0595,0.0205,0,0.0495,0.0945,0,0,0.0225,0.058,0,0,0.3595,0.0925,0.112,0,0.1065,0.0295,0.058,0,0.121,0.114,0.0745,0,0.1125,0.0825,0,0.133,0,0.1545,0.165,0.341,0.216,0.4245,0,0,0,0,0.075,0,0.02,0.044,0,0.047,0,0,0.029,0.025,0.0415,0,0.043,0.022,0.141,0.044,0.0195,0.023,0.411,0.2565,0.3,0.3425,0.079,0.0565,0.067,0.172,0.037,0.0655,0.3475,0.0885,0,0.901,0.73,0.2695,0.479,0.4895,0.197,0.523,0.7265,0,0.0315,0.0455,0.0265,0.11,0.0855,0.3155,0,0,0.0285,0.17,0.042,0.0915,0.064,0.062,0,0,0,0.2775,0.0745,0.0225,0,0,0.1265,0.0875,0.2615,0.348,0.302,0.2225,0.112,0.0945
