mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2355,0,0,0,0,0,0,0,0,0.1875,0.0555,0,0,0,0.18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0.0285,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206,0.5,,0,0,0,0,0.042,0.019,0,0,0,0.117,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0.0305,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.1205,0,0,0.0265,0.078,0.094,0,0,0,0,0,0.0595,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805,0.1255,0,0,0,0.055,0.0405,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.026,0,0,0,0,0.0425,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,0,0,0,0.0325,0.271,0,0,0,0,0,0,0,0,0,0,0.024,0,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0.1015,0,0,0,0,0,0,0.0505,0,0,0,0,0,0,0,0.0575,0.2795,0.041,0,0,0,0,0.08,0,0,0,0,0,0.094,0,0.097,0.0905,0,0,0,0.119,0,0,0,0,0.216,0.597,0,0,0,0.1325,0.036
14,2,1,1,0.045,0.196,0.22,0.972,1,1,0.9475,0.63,0,1,0.9185,0.8655,1,,0,1,0.794,0,,1,0.948,0.9735,0.56,0.474,0.0545,0.587,0.39,0.451,0.204,0.277,0.478,0,0.074,0.262,0.9015,0.6985,0.5265,0.5525,0.6145,0.752,0.4445,0.1005,0.463,0.419,0.1955,0.571,0.154,0.0245,0,0,0.1735,0,0.218,0.15,0.1495,0.1055,0,0.0735,0.549,0.761,0.776,0.7315,1,1,0.4265,0.4495,0.758,0.0805,0.089,0.26,0.0245,0.424,0.579,0.2745,0.4535,0.2545,0.236,0.8595,0.1685,0.2195,0.083,0.209,0.591,0.4,0.427,0.2345,0.0715,0.343,0.9235,0.9075,0.4105,0.5295,0.8135,0.3,0.7945,0.32,0.727,0,0,0.0495,0.0885,0,0.0215,0.2275,0.414,0.023,0.043,0.232,0.481,0.8755,0.953,0.578,0.8735,0.616,0.659,1,0.7285,0.7165,0.271,0,0.3425,0.863,0.241,0.0275,0.555,0.7425,0.9285,1,0.963,0.9355,0.636,0.32,0.5185,0.2525,0.34,0.123,0.403,0.134,0.0455,0,0.0895,0.347,0.95,1,0.785,1,0,0.682,0.913,0.7125,0.974,0.4615,0.733,0.324,0.582,0.52,0.175,0.1115,0.03,0.25,0,0.5,1,0,0,0.251,0.1215,0.261,0,0,0,0,0.1415,0.728,0.473,0,0,0,0,0,0,0,0,0.0915,0,0.1875,0.2105,0.0355,0.057,0.1755,0.342,0.0205,0.18,0.0275,0.085,0.232,0.179,0,0,0.4015,0,0.1275,0,0.2355,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.115,0.1245,0,0.064,0,0,0.3485,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0.0465,0.0525,0,0,0,0.1645,0.164,0.234,0,0,0.4395,0.155,0.0405,0,0.0445,0.336,0.0705,0.161,0.072,0,0,0,0,0.339,0.2525,0
14,3,0,0,0,0.038,0,0,0,0,0.023,0,0,0,0,0.044,0,,0,0,0,0,,0,0,0,0,0.0555,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455,0,0.0175,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0565,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0.0215,0.053,0.019,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0.022,0.0715,0,0,0,0,0,0.021,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0.198,0,0,0,0,0,0,0,0,0,0,0.034,0,0.04,0.0995,0,0,0,0,0,0.052,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0
14,4,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0
14,5,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1945,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0.036,0,0,0.026,0.0185,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0.0275,0.0415,0,0,0,0.0785,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0
14,6,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.4545,0,0.122,0,0,0.1305,0,0,0,0,0,0.027,0.085,0.195,0,0,0,0,0,0.0775,0,0.121,0.473,0.074,0.0345,0.095,0.0235,0,0.803,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0.0845,0,0,0,0,0,0.3715,0,0.0785,0.239,0.1765,0,0,0,0,0,0,0,0,0,0.0465,0,0.0855,0,0.022,0,0.03,0,0,0,0,0,0,0,0,0.0475,0.0225,0.0265,0.0275,0.478,0,0.1855,0.2215,0,0,0,0,0,0,0,0,0,0,0.4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.24,0.3615,0.18,0,0.6855,0,0.0415,0.108,0.215,0.171,0.4135,0.13,0.038,0.309,0.13,0,0,0.386,0.3875,0.2175,0.139,0.4475,0.3195,0,0.5275,0,0.1245,0.227,0.155,0,0.3695,0.2225,0.4705,0.4855,0.1795,0.184,0.248,0.1565,0.2085,0.2305,0.3315,0.6095,0.387,0.505,0.172,0.0915,0.3285,0.129,0.112,0.1235,0.071,0.1685,0.0925,0,0,0.6305,0.421,0,0.8385,0.2985,1,0.623,0.4085,1,0.1495,0.7065,0.5525,0.177,0.148,0.101,0,0.1915,0,0,0.0955,0,0,0,0.0795,0.0225,0,0,0.039,0.1635,0,0,0,0.1445,0,0,0,0.077,0,0.1545,0,0.1685,0.0495,0.104,0
14,7,0,0,0.4225,0,0,0,0,0,0,0.114,0.52,0,0,0.023,0,,0,0,0,0,,0,0,0.0265,0,0,0.1015,0,0,0,0.0405,0.3205,0.081,0.357,0.1115,0.1835,0,0,0.2345,0.048,0.1725,0.024,0,0.071,0.2325,0.0685,0,0,0,0.14,0.5495,0.1725,0,0.0635,0.1095,0.078,0,0.0285,0,0,0,0.056,0,0.0785,0,0,0.238,0.177,0,0.2555,0.0265,0.073,0.018,0,0,0.062,0.5465,0.0185,0,0.047,0,0.206,0,0.242,0.0405,0.127,0.174,0,0,0.101,0,0,0,0.153,0.021,0,0,0,0,0,0.0745,0.1245,0.1015,0.5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3635,0,0,0,0,0.1465,0.3935,0,0,0,0,0,0.0385,0.102,0,0.137,0.2195,0.2185,0.097,0.0815,0.431,0,0.085,0.2235,0,0,0,0,0,0.1765,0.059,0,0,0,0.2155,0,0.16,0.249,0.0235,0.069,0.2315,0,0.125,0,0,0,0,0.167,0,0.0585,0.65,0.071,0.395,0.1845,0.582,0.0685,0.1645,0,0.144,0.396,0,0,0.026,0,0,0.2265,0.208,0,0.1665,0.224,0.2665,0.051,0.181,0,0.1375,0.5255,0.4855,0.2255,0,0,0.28,0.0305,0.1765,0.2755,0.496,0.5755,0.349,0.2835,0.474,0.0595,0.6885,0.282,0.249,0.7185,0.385,0.159,0.323,0,0.5085,0.3735,0.218,0.39,0.269,0.152,0,0.081,0.587,0.4235,0.2125,0.4005,0.639,0,0.208,0.4745,0.1075,0.561,0,0.217,0.548,0,0.775,0,0.1355,0.359,0.4305,0.3375,0.218,0.1195,0,0,0.234,0.249,0,0,0.548,0.3375,0.1885,0.2525,0.2115,0.13,0.121,0.5455,0.0665,0.128,0,0.2095,0.088,0.152,0,0,0.103,0.69,0.5805,0.0765,0.182
14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5745,0.2465,0,0,0.137,0,0,0,0,0,0,0,0.062,0.1115,0,0,0.0935,0.178,0.268,0,0,0,0,0,0,0,0
14,9,0,0,0.086,0.044,0,0,0,0,0,0,0.0305,0,0,0,0,,0.441,0,0,0,,0,0,0,0,0.027,0,0.019,0,0,0.022,0.0515,0.0425,0.1235,0,0,0.0235,0.0455,0.033,0.063,0,0,0,0,0,0,0,0,0,0.0765,0.036,0,0,0,0.052,0.05,0.037,0.0215,0,0,0,0,0,0,0,0,0.029,0,0,0.0865,0,0,0,0.0595,0.0495,0.0615,0,0,0,0,0,0,0,0.021,0.0245,0.064,0.02,0,0.423,0,0,0,0.0575,0.0365,0,0,0,0,0,0,0,0,0,0.0985,0,0,0,0,0,0,0,0.031,0,0,0,0,0.022,0,0,0,0.042,0.026,0,0,0.199,0.022,0.0215,0.052,0,0,0,0,0,0,0.0245,0.025,0.049,0.0495,0,0.0205,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.067,0.052,0.02,0.1975,0.189,0.0185,0.053,0,0,0,0,0.0175,0,0,0,0.1355,0.301,0.4455,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595,0,0,0.055,0,0.13,0,0,0,0,0,0.264,0,0,0.2275,0.0295,0.078,0,0,0,0.0555,0,0,0,0,0.063,0,0,0,0,0,0,0.2805,0.1065,0,0.063,0,0.0225,0.078,0.1115,0.223,0.088,0,0,0,0,0,0,0,0.16,0,0,0.0225,0,0,0,0,0,0.0325,0,0,0.4325,0,0,0,0.224,0.02,0.043,0.0425,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0.039,0,0.03,0.023
14,10,0,0,0.082,0,0,0,0,0,0,0,0.0255,0,0,0,0,,0,0,0,0,,0,0,0,0,0.0585,0,0,0,0,0.019,0.0225,0,0.0345,0,0,0,0,0.0235,0,0,0,0,0,0,0,0.0935,0,0,0.044,0.023,0.0455,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0.0875,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.0455,0,0,0,0,0.039,0.115,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0.022,0,0.0425,0.0255,0.027,0.0635,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0.0265,0,0.019,0,0.032,0,0,0.065,0,0,0,0,0,0,0,0.06,0.0265,0.036,0,0,0,0.0265,0.025,0.02,0,0.0195,0,0,0,0,0,0,0.0265,0.038,0,0,0,0,0,0,0.0705,0.0315,0,0,0.0805,0,0,0,0,0.045,0,0.0545,0.0305,0,0.0255,0,0.052,0,0.062,0,0,0.0225,0,0.0465,0,0,0.0475,0,0.023,0,0,0.0435,0,0.0445,0.064,0.063,0,0,0,0,0.037,0,0,0,0,0.018,0,0.093,0.0615,0,0,0,0.1865,0,0.0215,0,0,0,0,0,0.0185,0,0,0.0285,0.029,0,0,0,0.0355,0,0,0,0,0.1155,0,0.022,0.0275,0,0,0.0495
14,11,0,0,0.3445,0.722,0.78,0.028,0,0,0,0.157,0.3555,0,0.0815,0.0675,0,,0.559,0,0,0.5,,0,0.052,0,0.44,0.3425,0.825,0.3735,0.61,0.549,0.143,0.329,0.2765,0.4295,0.7775,0.424,0.075,0.232,0.154,0.2455,0.2125,0.1965,0.47,0.6335,0.3045,0.512,0.7115,0.429,0.818,0.606,0.391,0.661,0.354,0.5205,0.427,0.523,0.7725,0.845,0.197,0.5955,0.347,0.153,0.029,0,0,0,0.285,0.3735,0.242,0.393,0.8845,0.6665,0.937,0.4715,0.2395,0.5575,0,0.727,0.6335,0.0935,0.8315,0.575,0.5705,0.4635,0.3165,0.409,0.379,0.7655,0.5055,0.557,0.0765,0.047,0.474,0.251,0.1655,0.5935,0.1775,0.2995,0.138,1,0.8145,0.7475,0.6765,0.191,0.734,0.682,0.2145,0.8655,0.819,0.5075,0.2375,0.0745,0.047,0.422,0.1265,0.384,0.301,0,0.251,0.2645,0.2375,0.974,0.5725,0.137,0.33,0.6755,0,0.1835,0,0,0,0.0645,0.2455,0.4045,0.388,0.516,0.369,0.4845,0.3885,0.2595,0.373,0.8145,0.604,0.3665,0,0,0,0,1,0.1415,0.028,0.2875,0,0.052,0.051,0.5345,0.173,0.1395,0.7815,0.5905,0.529,0.6965,0.756,0,0,1,0,0.546,0.5845,0.633,0,0.5425,0.1765,0.286,0.0955,0.179,0.096,0.524,0.656,0.581,0.2945,0.7105,0.7365,0.7975,0.745,0.4115,0.379,0.5685,0.4865,0.431,0.546,0.6115,0.206,0.248,0.295,0.1595,0.2585,0.0955,0.502,0,0.1925,0.568,0.4715,0.3165,0.226,0.1155,0.227,0.408,0,0.385,0.044,0.4825,0.503,0,0.4065,0.1015,0.323,0.2075,0.058,0.0655,0.29,0.365,0.402,0.526,0.795,0.6385,0.096,0.296,0.241,0.4475,0.298,0.021,0.371,0.4885,0.0185,0.0245,0,0,0.0435,0,0.0355,0.2935,0.219,0.178,0.1415,0.45,0.628,0.457,0.4255,0.2145,0.3355,0.684,0.863,0.1605,0.1165,0.333,0.4,0.7475,0.552,0.1465,0.5835,0.2045,0.826,0.392,0.502,0.498,0.4065,0.5185,0.2815,0.2485,0.836,0.0755,0.031,0.384,0.7095
14,12,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0.0295,0,0,0,0,0,0,0,0,0,0,0.0315,0,0,0,0.3425,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1845,0,0,0,0,0.076,0,0,0,0.131,0,0,0,0.019,0.0645,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.09,0,0.072,0,0,0,0,0,0,0,0,0,0,0.02,0.019,0.04,0,0,0,0,0.1285,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0.021,0.0185,0,0,0,0,0.035,0,0.5,0,0,0,0.018,0,0,0.2905,0,0,0,0,0,0,0.071,0,0,0,0.2895,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0,0.0295,0,0,0,0.056,0,0,0,0.0455,0.093,0,0,0,0.021,0,0,0,0,0.0375,0.0355,0,0,0,0,0,0,0,0,0.055,0,0.07,0.058,0.0455,0,0.038,0.021,0.0665,0,0.3135,0.071,0.053,0,0,0.072,0,0,0.0985,0.108,0,0,0.0445,0.077,0.18,0,0,0,0,0,0.0205,0
14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2305,0,0,0,0,0.0435,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.1385,0,0.0475,0.0475,0,0,0,0.0605,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0.214,0.352,0.2615,0,0.045,0,0,0,0.7735,0,0,0,0,,0,0,0,0,0,0,0,0,0.348,0.1765,0.029,0.076,0.4625,0,0.058,0,0,0,0.151,0,0.319,0.197,0.1015,0.18,0.3115,0.6105,0.779,0.285,0.5055,0.097,0.103,0.4825,0.275,0,0,0,0,0,0.4495,0.5075,0.61,0.5385,0.15,0,0,0,0,0,0,0,0,0,0,0.2365,0.0365,0,0.167,0.118,0,0.0375,0,0,0,0,0,0.273,0,0.239,0,0.113,0,0,0,0,0,0,0,0.5065,0,0.1985,0.049,0,0,0.3805,0,0,0.0445,0,0.163,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365,0.1955,0,0,0,0.281,0,0.054,0,0,0,0,0,0,0.1045,0.058,0.051,0,0.0295,0,0,0.389,0,0.1575,0.178,0,0,0,0,0,0,0,0,0.0375,0,0,0.495,0.095,0.0705,0.477,0,0,0,0.9555,0.589,0.816,0,0.9205,0.2525,0.5005,0.139,0,0.083,0,0.067,0.583,0,0,0,0,0,0,0,0,0,0,0,0.0435,0,0.036,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0.489,0.211,0.467,0.1445,0,0,0,0,0,0.0955,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.0335,0,0.1135,0.3485,0.177,0.3455,0,0,0.11,0.1685,0.328,0,0,0,0,0,0,0,0,0,0.229,0,0,0.1775,0,0,0,0,0,0,0.702,0.1115,0,0.021,0,0.027,0,0,0,0,0,0,0.557,0,0,0,0.2995,0,0.6215,0
15,3,0.38,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0565,0,0,0,0,0,0,0,0.053,0.362,0,0,0,0.2675,0.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2465,0.371,0,0.334,0.4915,0.1135,0,0,0,0.158,0.338,0,0,0,0,0.0485,0,0.0255,0.476,0.1665,0,0,0.0525,0,0.0345,0.0285,0.035,0,0.307,0.0335,0,0.2765,0,0.2845,0.167,0,0.1465,0.189,0.1655,0.2665,0.409,0.1565,0.0185,0.0615,0,0.051,0,0,0.291,0.4285,0,0,0.1275,0.1665,0,0,0,0.905,1,0.3985,0.925,0.619,0.5045,0.0805,0.3925,0,0.4615,0.201,0,0.164,0,0,0,0.5275,0.0895,0,0.173,0,0.453,0,0,0.024,0.4225,0,0,0,0,0.11,0,0,0.039,0,0.166,0,0,0,0,0,0,0.054,0,0,0.0605,0.0365,0,0,0,0,0,0,0.4105,0.248,0.076,0,0,0,0,0,0,0,0.0885,0,0,0,0,0,0.057,0.132,0,0,0.3355,0.126,0.191,0.0345,0.039,0.325,0.1925,0,0.026,0,0,0,0.0175,0,0.244,0.224,0.487,0,0.088,0.25,0,0.655,0,0,0.158,0.192,0,0.147,0.041,0.2835,0,0.174,0,0.213,0.3195,0.09,0.049,0,0,0.1385,0.2905,0.1545,0.148,0.186,0.6685,0.8395,0.059,0.0845,0.2985,0,0.403,0.3395,0.683,0.402,0.046,0,0.294,0.0615,0.223,0.5155,0.15,0.2865,0.0995,0.5985,0.155,0.5045,0.191,0.649,0.23,0.148,0.586,0.098,0.3275,0,0,0.4425,0.1405,0,0.1945,0,0,0.0245,0.3465,0,0.2185,0.0615,0,0.2695,0,0.2795,0.325,0.2135,0,0,0,0
